 277722.022 -230855.152 6310000.527  562940.820
 275956.869 -231105.839 6308231.260  562725.625
 277563.374 -235447.400 6309749.964  558354.121
 278608.525 -233945.915 6310824.656  559833.890
 276163.682 -236471.626 6308330.475  557358.463
 273578.801 -230941.425 6305857.705  562937.589
 274533.958 -235063.723 6306729.799  558798.283
