  42006805  57.52500    3.19000     0.00      -11.010
  42006805  57.50667    3.20667     0.00      -11.630
  42006805  57.48667    3.22167     0.00      -13.210
  42006805  57.46833    3.23833     0.00      -14.810
  42006805  57.44833    3.25333     0.00      -16.390
  42006805  57.43000    3.26833     0.00      -16.980
  42006805  57.41167    3.28167     0.00      -15.700
  42006805  57.39333    3.29667     0.00      -17.390
  42006805  57.37500    3.31167     0.00      -17.890
  42006804  57.37167    5.99167     0.00      -10.480
  42006804  57.36500    5.95833     0.00      -12.080
  42006804  57.36000    5.92500     0.00      -10.580
  42006805  57.35667    3.32667     0.00      -18.490
  42006804  57.35333    5.89167     0.00      -10.070
  42006804  57.34833    5.85500     0.00      -10.180
  42006804  57.34167    5.82000     0.00      -11.770
  42006805  57.33833    3.34167     0.00      -17.980
  42006804  57.33667    5.78333     0.00      -15.970
  42006804  57.33000    5.74833     0.00      -17.590
  42006805  57.32000    3.35667     0.00      -14.390
  42006804  57.32000    5.67500     0.00      -19.190
  42006804  57.31500    5.64167     0.00      -17.570
  42006804  57.30833    5.60667     0.00      -17.180
  42006804  57.30333    5.57167     0.00      -15.070
  42006805  57.30167    3.37167     0.00      -13.160
  42006804  57.29667    5.53500     0.00      -12.460
  42006804  57.29167    5.50000     0.00      -10.770
  42006804  57.28667    5.46500     0.00       -9.280
  42006805  57.28333    3.38667     0.00      -12.670
  42006804  57.28000    5.43167     0.00       -8.360
  42006805  57.26500    3.40333     0.00      -16.260
  42006804  57.26333    5.32833     0.00       -5.450
  42006804  57.25833    5.29167     0.00       -3.650
  42006804  57.25333    5.25667     0.00       -1.070
  42006804  57.24833    5.22333     0.00       -2.260
  42006805  57.24667    3.41833     0.00      -16.850
  42006804  57.24333    5.19000     0.00       -4.950
  42006804  57.23667    5.15500     0.00       -3.940
  42006804  57.23167    5.12167     0.00        0.630
  42006805  57.22833    3.43333     0.00      -14.250
  42006804  57.22500    5.08833     0.00        1.950
  42006804  57.22000    5.05667     0.00        3.550
  42006804  57.21500    5.02333     0.00        1.850
  42006805  57.21000    3.45000     0.00      -11.660
  42006804  57.21000    4.98833     0.00        0.140
  42006804  57.20333    4.95667     0.00       -2.240
  42006804  57.19833    4.92500     0.00        2.340
  42006805  57.19333    3.46500     0.00       -9.440
  42006804  57.19333    4.89167     0.00        3.960
  42006804  57.18667    4.85667     0.00        4.470
  42006804  57.17500    4.78833     0.00        2.270
  42006805  57.17333    3.48333     0.00       -8.940
  42006804  57.17000    4.75500     0.00       -1.440
  42006804  57.16333    4.72167     0.00        0.060
  42006804  57.15833    4.68833     0.00        0.670
  42006804  57.15167    4.65333     0.00        1.170
  42006804  57.14667    4.61833     0.00       -3.330
  42006804  57.14167    4.58167     0.00       -1.820
  42006804  57.13500    4.54500     0.00       -3.750
  42006804  57.13000    4.50833     0.00       -4.230
  42006804  57.12500    4.47167     0.00       -4.850
  42006804  57.11833    4.43500     0.00       -4.430
  36000192  59.90333   10.75000     0.00        2.800
  36000144  59.90333   10.75000     0.00       -1.200
  36000143  59.01333   10.55000     0.00       14.460
  36000145  59.00500   10.62667     0.00       10.130
  36000142  58.97333   10.45667     0.00       13.670
  36000146  58.93833   10.62667     0.00        3.470
  36000141  58.93167   10.35833     0.00       12.010
  36000140  58.88833   10.25833     0.00       11.480
  42007033  58.87333   10.33667     0.00       17.890
  36000147  58.87000   10.62667     0.00        1.950
  29000035  58.86000   10.44833     0.00       12.750
  42007501  58.85500   10.19167     0.00       21.400
  42007033  58.85500   10.35000     0.00       17.500
  29000035  58.84833   10.42167     0.00       13.380
  36000139  58.84667   10.15833     0.00        9.830
  29000036  58.84500   10.57833     0.00       13.650
  42007033  58.83833   10.36333     0.00       17.100
  42007501  58.83667   10.20667     0.00       21.300
  29000035  58.83333   10.39667     0.00       15.690
  42007033  58.82000   10.37667     0.00       19.410
  42007501  58.81833   10.22167     0.00       24.210
  29000036  58.80500   10.59333     0.00       16.560
  36000138  58.80333   10.05833     0.00        7.310
  42007501  58.80167   10.23667     0.00       25.010
  42007033  58.80167   10.39000     0.00       21.710
  36000148  58.80167   10.62667     0.00        6.440
  29000071  58.80000    9.77500     0.00       17.470
  42007028  58.79167   10.65167     0.00       16.910
  42007039  58.79167   10.75000     0.00       16.110
  29000034  58.79000   10.32500     0.00       28.970
  42007039  58.78833   10.64333     0.00       18.700
